split_scheme,model,feature_group,train_n,test_n,train_dropout_rate,test_dropout_rate,n_features_raw,n_numeric_features,n_categorical_features,AUPRC,AUPRC_CI95_low,AUPRC_CI95_high,AUROC,Precision@0.5,Recall@0.5,F1@0.5,BalancedAcc@0.5,variant
latest_presentation_holdout,xgboost,F3,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8299835483783069,0.819424365505799,0.8387749076549357,0.8440312386217743,0.8114807566862361,0.6502875065342394,0.7219965177016832,0.7862683160865978,drop_inactive_gap_days_w4
latest_presentation_holdout,xgboost,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8289057212275295,0.8184209404452226,0.8377621358901117,0.842602618674234,0.817641228939544,0.6468897020386827,0.7223113964686998,0.7863181359265246,drop_inactive_gap_days_w4
latest_presentation_holdout,xgboost,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,39,33,6,0.8285435873262357,0.8180032952137672,0.8371384988218826,0.8428832024657198,0.8129708483458893,0.6487192890747517,0.7216165140282018,0.7859550171496976,drop_inactive_gap_days_w4
latest_presentation_holdout,lightgbm,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8283182222656442,0.8178103170399421,0.8373226535992038,0.8409039273784948,0.8142485361093038,0.6542080501829587,0.7255072463768116,0.788699397703801,drop_inactive_gap_days_w4
latest_presentation_holdout,xgboost,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8282993204727737,0.8175599639478872,0.83731274758547,0.8425280647077098,0.80192,0.6549921589127026,0.7210473313192346,0.7858630420606021,drop_inactive_gap_days_w4
latest_presentation_holdout,lightgbm,F3,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8260954713019375,0.8156209377076656,0.8351560859632433,0.8379664905498408,0.8060135790494666,0.6515943544171459,0.7206243676831912,0.7854420521076851,drop_inactive_gap_days_w4
latest_presentation_holdout,xgboost,F4_all,21333,11260,0.296723386302911,0.3397868561278863,41,35,6,0.8253112040169852,0.8149275438267869,0.8340686790959291,0.8400215325778156,0.7760689018763457,0.6594354417145845,0.7130139889783806,0.7807535024015484,drop_inactive_gap_days_w4
latest_presentation_holdout,xgboost,F1,21333,11260,0.296723386302911,0.3397868561278863,22,16,6,0.824294500609491,0.8131476500187759,0.8334071053949571,0.840442768641445,0.7566517189835575,0.6615263983272347,0.7058987588899736,0.7760147461100795,drop_inactive_gap_days_w4
latest_presentation_holdout,lightgbm,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8238112910136093,0.8127096426259799,0.8328078137043203,0.8368034064816562,0.7804651162790698,0.6578672242550967,0.7139412849241242,0.7813145645085007,drop_inactive_gap_days_w4
latest_presentation_holdout,lightgbm,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,39,33,6,0.8230434781518386,0.8121476546251492,0.8317146163672907,0.8370079420630069,0.7759207675642216,0.6552535284892839,0.71050021255491,0.7789315799562373,drop_inactive_gap_days_w4
latest_presentation_holdout,lightgbm,F4_all,21333,11260,0.296723386302911,0.3397868561278863,41,35,6,0.8222251096239332,0.8111991339750906,0.8313820960155958,0.8360626308166335,0.7694427434170239,0.6568217459487715,0.7086858432036097,0.7777651909727716,drop_inactive_gap_days_w4
latest_presentation_holdout,lightgbm,F1,21333,11260,0.296723386302911,0.3397868561278863,22,16,6,0.8164230137796812,0.8053880687801305,0.8253623180545742,0.8326456121061719,0.6982570806100218,0.6701515943544172,0.6839157108562284,0.7605533328242358,drop_inactive_gap_days_w4
latest_presentation_holdout,logreg,F3,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8406030606090079,0.8310344414266096,0.8498300412845722,0.8520734335299265,0.8222725801230172,0.6638787245164662,0.7346348517715112,0.7950144227909208,drop_assess_submit_ratio_w4
latest_presentation_holdout,logreg,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8405476821225167,0.8310355545573717,0.8501390372432123,0.8531380381544734,0.834491890102615,0.6589127025614219,0.7363808967430991,0.7958270803633044,drop_assess_submit_ratio_w4
latest_presentation_holdout,logreg,F4_all,21333,11260,0.296723386302911,0.3397868561278863,41,35,6,0.8395179360749774,0.8300708551282189,0.849127534450518,0.8516050848442069,0.847544338335607,0.6495033978044955,0.735424681858538,0.7946871307020864,drop_assess_submit_ratio_w4
latest_presentation_holdout,logreg,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8394710771639557,0.8297577834074288,0.8491408242109739,0.8511570227129248,0.838655462184874,0.6521170935703084,0.7337156300544038,0.793774446704444,drop_assess_submit_ratio_w4
latest_presentation_holdout,logreg,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,39,33,6,0.8381325549719044,0.8285281940614837,0.8475402859127794,0.8475158147227928,0.8319022457067371,0.6583899634082593,0.7350452290633207,0.7949603839102097,drop_assess_submit_ratio_w4
latest_presentation_holdout,logreg,F1,21333,11260,0.296723386302911,0.3397868561278863,21,15,6,0.8375258960616687,0.8277438522571191,0.8471697156434433,0.8496057868925935,0.8247557003257329,0.661787767903816,0.734338747099768,0.7947087884447785,drop_assess_submit_ratio_w4
latest_presentation_holdout,xgboost,F3,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8293573796619464,0.8182816066482046,0.8381005698654062,0.8443054235347376,0.810159557147509,0.6502875065342394,0.7214731042482239,0.7859320233774236,drop_assess_submit_ratio_w4
latest_presentation_holdout,xgboost,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,39,33,6,0.8292342383729417,0.8184803858345632,0.8382024877563047,0.8431449236290331,0.8140373893079699,0.6487192890747517,0.7220363636363636,0.7862240513170369,drop_assess_submit_ratio_w4
latest_presentation_holdout,xgboost,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8284494271077147,0.8177645398986799,0.836911467833338,0.8424614038633195,0.804305912596401,0.6542080501829587,0.7215335831651772,0.7861435731140782,drop_assess_submit_ratio_w4
latest_presentation_holdout,xgboost,F4_all,21333,11260,0.296723386302911,0.3397868561278863,41,35,6,0.8273158432938051,0.816641238466164,0.836059101030476,0.8415466103452849,0.7844908128308938,0.6583899634082593,0.7159300838425465,0.7826520707544391,drop_assess_submit_ratio_w4
latest_presentation_holdout,xgboost,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8261178456031504,0.8154537082144588,0.8347389222069757,0.8410016333313222,0.7881835323695788,0.6555148980658652,0.7157534246575342,0.7824251918362686,drop_assess_submit_ratio_w4
latest_presentation_holdout,lightgbm,F3,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8258831731064767,0.8147954426664693,0.8347364065465988,0.839063669685109,0.7946683592510314,0.65446941975954,0.7177870144761359,0.7837184333126459,drop_assess_submit_ratio_w4
